County,Zip,School,Type of Organization,Any Building with Lead-Free Plumbing?,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,County Location
New York,10030,M092,Public School,No,125.0,0.0,125.0,0.0,"(40.814917, -73.945838)"
New York,10030,M123,Public School,No,162.0,0.0,162.0,0.0,"(40.820216, -73.944551)"
New York,10030,M136,Public School,No,77.0,0.0,77.0,0.0,"(40.817228, -73.947151)"
New York,10030,M175,Public School,No,127.0,0.0,127.0,0.0,"(40.814388, -73.942706)"
New York,10030,M194,Public School,No,44.0,0.0,44.0,0.0,"(40.821208, -73.941111)"
New York,10031,M093,Public School,No,90.0,0.0,90.0,0.0,"(40.830004, -73.944666)"
New York,10031,M153,Public School,No,181.0,0.0,181.0,0.0,"(40.826514, -73.947599)"
New York,10031,M192,Public School,No,157.0,0.0,157.0,0.0,"(40.82051, -73.952023)"
New York,10031,M380,Public School,No,20.0,0.0,20.0,0.0,"(40.830415, -73.944846)"
New York,10031,M540,Public School,No,144.0,0.0,144.0,0.0,"(40.818500, -73.949929)"
New York,10031,M848,Public School,No,22.0,0.0,22.0,0.0,"(40.82051, -73.952023)"
New York,10032,M004,Public School,No,139.0,0.0,139.0,0.0,"(40.834877, -73.941594)"
New York,10032,M008,Public School,No,146.0,0.0,146.0,0.0,"(40.839235, -73.936614)"
New York,10032,M028,Public School,No,164.0,0.0,164.0,0.0,"(40.83163, -73.942023)"
New York,10032,M090,Public School,No,155.0,0.0,155.0,0.0,"(40.839139, -73.935815)"
New York,10032,M128,Public School,No,185.0,0.0,185.0,0.0,"(40.841032, -73.938701)"
New York,10032,M164,Public School,No,46.0,0.0,46.0,0.0,"(40.836982, -73.937263)"
New York,10032,M814,Public School,No,81.0,0.0,81.0,0.0,"(40.833695, -73.942074)"
New York,10032,M876,Public School,No,57.0,0.0,57.0,0.0,"(40.838100, -73.938300)"
New York,10033,M048,Public School,No,150.0,0.0,150.0,0.0,"(40.853193, -73.933629)"
New York,10033,M115,Public School,No,78.0,0.0,78.0,0.0,"(40.846116, -73.935140)"
New York,10033,M143,Public School,No,134.0,0.0,134.0,0.0,"(40.849311, -73.930991)"
New York,10033,M233,Public School,No,37.0,0.0,37.0,0.0,"(40.850819, -73.933042)"
New York,10034,M005,Public School,No,178.0,0.0,178.0,0.0,"(40.857633, -73.922277)"
New York,10034,M052,Public School,No,86.0,0.0,86.0,0.0,"(40.865556, -73.925464)"
New York,10034,M098,Public School,No,92.0,0.0,92.0,0.0,"(40.867741, -73.917814)"
New York,10034,M176,Public School,No,138.0,0.0,138.0,0.0,"(40.866381, -73.923818)"
New York,10034,M898,Public School,No,30.0,0.0,30.0,0.0,"(40.871456, -73.911732)"
New York,10034,M918,Public School,No,87.0,0.0,87.0,0.0,"(40.871673, -73.912339)"
New York,10035,M007,Public School,No,119.0,0.0,119.0,0.0,"(40.800616, -73.939374)"
New York,10035,M030,Public School,No,239.0,0.0,239.0,0.0,"(40.805653, -73.935461)"
New York,10035,M045,Public School,No,148.0,0.0,148.0,0.0,"(40.799265, -73.933740)"
New York,10035,M079,Public School,No,116.0,0.0,116.0,0.0,"(40.802547, -73.942009)"
New York,10035,M096,Public School,No,119.0,0.0,119.0,0.0,"(40.799690, -73.937179)"
New York,10035,M112,Public School,No,202.0,0.0,202.0,0.0,"(40.796889, -73.930528)"
New York,10035,M155,Public School,No,134.0,0.0,134.0,0.0,"(40.797507, -73.935895)"
New York,10035,M501,Public School,No,107.0,0.0,107.0,0.0,"(40.807019, -73.938714)"
New York,10035,M911,Public School,No,45.0,0.0,45.0,0.0,"(40.807692, -73.939974)"
New York,10036,M017,Public School,No,62.0,0.0,62.0,0.0,"(40.761327, -73.988665)"
New York,10036,M338,Public School,No,162.0,0.0,162.0,0.0,"(40.761487, -73.995825)"
New York,10036,M486,Public School,No,61.0,0.0,61.0,0.0,"(40.757626, -73.983460)"
New York,10036,M896,Public School,No,21.0,0.0,21.0,0.0,"(40.756089, -73.984381)"
New York,10037,M133,Public School,No,111.0,0.0,111.0,0.0,"(40.809665, -73.939178)"
New York,10037,M197,Public School,No,120.0,0.0,120.0,0.0,"(40.813532, -73.938347)"
New York,10038,M001,Public School,No,62.0,0.0,62.0,0.0,"(40.71255, -73.997478)"
New York,10038,M126,Public School,No,121.0,0.0,121.0,0.0,"(40.710651, -73.997420)"
New York,10038,M343,Public School,Yes,182.0,0.0,182.0,0.0,"(40.708774, -74.002407)"
New York,10038,M520,Public School,No,156.0,0.0,156.0,0.0,"(40.711441, -74.000851)"
New York,10038,M971,Public School,No,134.0,0.0,134.0,0.0,"(40.711321, -74.005473)"
New York,10039,M010,Public School,No,109.0,0.0,109.0,0.0,"(40.823988, -73.935746)"
New York,10039,M046,Public School,No,114.0,0.0,114.0,0.0,"(40.830400, -73.936300)"
New York,10039,M200,Public School,No,111.0,0.0,111.0,0.0,"(40.823988, -73.935746)"
New York,10039,M371,Public School,No,20.0,0.0,20.0,0.0,"(40.825831, -73.937833)"
New York,10040,M152,Public School,No,115.0,0.0,115.0,0.0,"(40.859804, -73.927578)"
New York,10040,M178,Public School,No,101.0,0.0,101.0,0.0,"(40.85924, -73.928301)"
New York,10040,M189,Public School,No,152.0,0.0,152.0,0.0,"(40.853045, -73.928048)"
New York,10040,M218,Public School,No,135.0,0.0,135.0,0.0,"(40.860951, -73.930082)"
New York,10040,M387,Public School,No,62.0,0.0,62.0,0.0,"(40.85765, -73.935231)"
New York,10040,M465,Public School,No,115.0,0.0,115.0,0.0,"(40.856532, -73.926060)"
New York,10040,M466,Public School,No,16.0,0.0,16.0,0.0,"(40.856532, -73.92606)"
New York,10044,M271,Public School,No,103.0,0.0,103.0,0.0,"(40.753598, -73.956435)"
New York,10065,M183,Public School,No,50.0,0.0,50.0,0.0,"(40.763804, -73.957731)"
New York,10065,M267,Public School,No,110.0,0.0,110.0,0.0,"(40.763883, -73.963861)"
New York,10065,M390,Public School,No,12.0,0.0,12.0,0.0,"(40.764422, -73.957866)"
New York,10065,M480,Public School,No,204.0,0.0,204.0,0.0,"(40.765638, -73.959777)"
New York,10075,M158,Public School,No,65.0,0.0,65.0,0.0,"(40.770215, -73.950745)"
New York,10128,M114,Public School,No,91.0,0.0,91.0,0.0,"(40.780452, -73.947379)"
New York,10128,M169,Public School,No,88.0,0.0,88.0,0.0,"(40.780798, -73.955594)"
New York,10128,M198,Public School,No,144.0,0.0,144.0,0.0,"(40.785018, -73.95042)"
New York,10128,M645,Public School,No,42.0,0.0,42.0,0.0,"(40.783286, -73.945933)"
New York,10128,M646,Public School,No,94.0,0.0,94.0,0.0,"(40.784112, -73.945647)"
New York,10128,M816,Public School,No,51.0,0.0,51.0,0.0,"(40.780652, -73.947856)"
New York,10282,M089,Public School,No,149.0,0.0,149.0,0.0,"(40.717010, -74.013967)"
New York,10282,M477,Public School,No,218.0,0.0,218.0,0.0,"(40.718025, -74.013921)"
Niagara,14012,BARKER ELEM SCHOOL,Public School,No,92.0,4.0,92.0,4.0,"(43.134634, -78.856419)"
Niagara,14012,BARKER J S H S,Public School,No,114.0,10.0,114.0,10.0,"(43.134634, -78.856419)"
Niagara,14028,NEWFANE EARLY CHILDHOOD CENTER,Public School,No,56.0,0.0,56.0,0.0,"(43.134634, -78.856419)"
Niagara,14067,ROYALTON HARTLAND ELEMENTARY SCHOOL,Public School,No,105.0,1.0,105.0,1.0,"(43.134634, -78.856419)"
Niagara,14092,TUSCARORA ELEM SCHOOL,Public School,No,26.0,11.0,26.0,11.0,"(43.134634, -78.856419)"
Niagara,14094,(LEAD ONLY) JOHN E POUND ELEM SCHOOL,Public School,No,17.0,8.0,17.0,8.0,"(43.134634, -78.856419)"
Niagara,14094,ANNA MERRITT ELEM SCHOOL,Public School,No,29.0,1.0,29.0,1.0,"(43.134634, -78.856419)"
Niagara,14094,EMMET BELKNAP J H S,Public School,No,53.0,1.0,53.0,1.0,"(43.134634, -78.856419)"
Niagara,14094,FRICANO PRIMARY SCHOOL,Public School,No,92.0,10.0,92.0,10.0,"(43.134634, -78.856419)"
Niagara,14094,GEORGE SOUTHARD ELEM SCHOOL,Public School,No,40.0,1.0,40.0,1.0,"(43.134634, -78.856419)"
Niagara,14094,LOCKPORT S H S,Public School,No,27.0,3.0,27.0,3.0,"(43.134634, -78.856419)"
Niagara,14094,NORTH PARK J H S,Public School,No,41.0,2.0,41.0,2.0,"(43.134634, -78.856419)"
Niagara,14094,REGAN INTERMEDIATE SCHOOL,Public School,No,82.0,1.0,82.0,1.0,"(43.134634, -78.856419)"
Niagara,14094,STARPOINT HIGH SCHOOL,Public School,No,84.0,2.0,84.0,2.0,"(43.134634, -78.856419)"
Niagara,14094,STARPOINT MIDDLE SCHOOL,Public School,No,79.0,7.0,79.0,7.0,"(43.134634, -78.856419)"
Niagara,14105,ROYALTON HARTLAND HIGH SCHOOL,Public School,No,74.0,3.0,74.0,3.0,"(43.134634, -78.856419)"
Niagara,14105,ROYALTON HARTLAND MIDDLE SCHOOL,Public School,No,60.0,4.0,60.0,4.0,"(43.134634, -78.856419)"
Niagara,14108,NEWFANE ELEM SCHOOL,Public School,No,67.0,0.0,67.0,0.0,"(43.134634, -78.856419)"
Niagara,14108,NEWFANE MIDDLE SCHOOL,Public School,No,67.0,0.0,67.0,0.0,"(43.134634, -78.856419)"
Niagara,14108,NEWFANE S H S,Public School,No,77.0,0.0,77.0,0.0,"(43.134634, -78.856419)"
Niagara,14120,DRAKE SCHOOL (K-3),Public School,No,57.0,19.0,57.0,19.0,"(43.134634, -78.856419)"
Niagara,14120,ERRICK ROAD ELEM SCHOOL,Public School,No,146.0,4.0,146.0,4.0,"(43.134634, -78.856419)"
Niagara,14120,NORTH TONAWANDA HIGH SCHOOL,Public School,No,124.0,36.0,124.0,36.0,"(43.134634, -78.856419)"
Niagara,14120,NORTH TONAWANDA INTERMEDIATE,Public School,No,107.0,23.0,107.0,23.0,"(43.134634, -78.856419)"
Niagara,14120,NORTH TONAWANDA MIDDLE SCHOOL,Public School,No,73.0,18.0,73.0,18.0,"(43.134634, -78.856419)"
Niagara,14120,OHIO SCHOOL (K-3),Public School,No,56.0,34.0,56.0,34.0,"(43.134634, -78.856419)"
Niagara,14120,SPRUCE SCHOOL (K-3),Public School,No,59.0,22.0,59.0,22.0,"(43.134634, -78.856419)"
Niagara,14132,EDWARD TOWN J H S,Public School,No,65.0,5.0,65.0,5.0,"(43.134634, -78.856419)"
Niagara,14132,WEST ST ES,Public School,No,124.0,1.0,124.0,1.0,"(43.134634, -78.856419)"
Niagara,14172,WILSON H S,Public School,No,121.0,2.0,121.0,2.0,"(43.134634, -78.856419)"
Niagara,14174,LEWISTON PORTER J H S,Public School,Yes (Entire Building),17.0,1.0,17.0,1.0,"(43.134634, -78.856419)"
Niagara,14174,PRIMARY EDUCATION CENTER,Public School,Yes (Entire Building),52.0,4.0,52.0,4.0,"(43.134634, -78.856419)"
Niagara,14301,GASKILL PREP SCHOOL,Public School,No,65.0,13.0,65.0,13.0,"(43.134634, -78.856419)"
Niagara,14303,NIAGARA STREET SCHOOL,Public School,No,76.0,1.0,76.0,1.0,"(43.134634, -78.856419)"
Niagara,14304,CATARACT ELEMENTARY SCHOOL,Public School,No,52.0,2.0,52.0,2.0,"(43.134634, -78.856419)"
Niagara,14304,GJ MANN ELEMENTARY,Public School,No,94.0,4.0,94.0,4.0,"(43.134634, -78.856419)"
Niagara,14304,LASALLE PREP SCHOOL,Public School,No,52.0,4.0,52.0,4.0,"(43.134634, -78.856419)"
Niagara,14304,SEVENTY NINTH STREET SCHOOL,Public School,No,57.0,6.0,57.0,6.0,"(43.134634, -78.856419)"
Niagara,14305,COLONIAL VILLAGE ELEM SCHOOL,Public School,No,91.0,5.0,91.0,5.0,"(43.134634, -78.856419)"
Niagara,14305,HARRY F ABATE ELEM SCHOOL,Public School,No,88.0,6.0,88.0,6.0,"(43.134634, -78.856419)"
Niagara,14305,HENRY J KALFAS SCHOOL,Public School,No,50.0,2.0,50.0,2.0,"(43.134634, -78.856419)"
Niagara,14305,HYDE PARK SCHOOL,Public School,No,49.0,9.0,49.0,9.0,"(43.134634, -78.856419)"
Niagara,14305,MAPLE AVENUE SCHOOL,Public School,No,45.0,3.0,45.0,3.0,"(43.134634, -78.856419)"
Niagara,14305,NIAGARA FALLS HS,Public School,No,189.0,3.0,189.0,3.0,"(43.134634, -78.856419)"
Oneida,13308,MCCONNELLSVILLE ELEM SCHOOL,Public School,No,44.0,0.0,44.0,0.0,"(43.149482, -75.361773)"
Oneida,13309,ADIRONDACK H S,Public School,No,25.0,5.0,25.0,5.0,"(43.149482, -75.361773)"
Oneida,13309,BOONVILLE ELEMENTARY SCHOOL,Public School,No,33.0,11.0,33.0,11.0,"(43.149482, -75.361773)"
Oneida,13316,CAMDEN ELEM SCHOOL,Public School,No,72.0,0.0,72.0,0.0,"(43.149482, -75.361773)"
Oneida,13316,CAMDEN MIDDLE SCHOOL,Public School,No,73.0,0.0,73.0,0.0,"(43.149482, -75.361773)"
Oneida,13316,CAMDEN S H S,Public School,No,112.0,0.0,112.0,0.0,"(43.149482, -75.361773)"
Oneida,13323,CLINTON ES,Public School,No,119.0,47.0,119.0,47.0,"(43.149482, -75.361773)"
Oneida,13323,CLINTON HIGH SCHOOL,Public School,No,48.0,20.0,48.0,20.0,"(43.149482, -75.361773)"
Oneida,13323,CLINTON MIDDLE SCHOOL,Public School,No,108.0,24.0,108.0,24.0,"(43.149482, -75.361773)"
Oneida,13354,GEN WILLIAM FLOYD ELEM SCHOOL,Public School,No,58.0,7.0,58.0,7.0,"(43.149482, -75.361773)"
Oneida,13354,HOLLAND PATENT CENTRAL H S,Public School,No,42.0,9.0,42.0,9.0,"(43.149482, -75.361773)"
Oneida,13354,HOLLAND PATENT ELEM SCHOOL,Public School,No,34.0,27.0,34.0,27.0,"(43.149482, -75.361773)"
Oneida,13354,HOLLAND PATENT MIDDLE SCHOOL,Public School,No,45.0,15.0,45.0,15.0,"(43.149482, -75.361773)"
Oneida,13403,MARCY ELEM SCHOOL,Public School,No,52.0,19.0,52.0,19.0,"(43.149482, -75.361773)"
Oneida,13403,WHITESBORO S H S,Public School,No,174.0,27.0,174.0,27.0,"(43.149482, -75.361773)"
Oneida,13413,BRADLEY ELEMENTARY SCHOOL,Public School,No,64.0,4.0,64.0,4.0,"(43.149482, -75.361773)"
Oneida,13413,HUGHES ELEM SCHOOL,Public School,No,79.0,13.0,79.0,13.0,"(43.149482, -75.361773)"
Oneida,13413,MYLES ELEM SCHOOL,Public School,No,82.0,9.0,82.0,9.0,"(43.149482, -75.361773)"
Oneida,13413,NEW HARTFORD S H S,Public School,No,81.0,4.0,81.0,4.0,"(43.149482, -75.361773)"
Oneida,13413,PERRY J H S,Public School,No,66.0,13.0,66.0,13.0,"(43.149482, -75.361773)"
Oneida,13424,N A WALBRAN ELEM SCHOOL,Public School,No,72.0,28.0,72.0,28.0,"(43.149482, -75.361773)"
Oneida,13424,ORISKANY J S H S,Public School,No,29.0,12.0,29.0,12.0,"(43.149482, -75.361773)"
Oneida,13438,REMSEN ELEM SCHOOL,Public School,No,30.0,1.0,30.0,1.0,"(43.149482, -75.361773)"
Oneida,13438,REMSEN J S H S,Public School,No,51.0,2.0,51.0,2.0,"(43.149482, -75.361773)"
Oneida,13440,STALEY UPPER ELEMENTARY,Public School,No,60.0,7.0,60.0,7.0,"(43.149482, -75.361773)"
Oneida,13456,SAUQUOIT VALLEY ELEMENTARY SCHOOL,Public School,No,83.0,21.0,83.0,21.0,"(43.149482, -75.361773)"
Oneida,13456,SAUQUOIT VALLEY MIDDLE SCHOOL,Public School,No,46.0,24.0,46.0,24.0,"(43.149482, -75.361773)"
Oneida,13456,SAUQUOIT VALLEY SHS,Public School,No,72.0,48.0,72.0,48.0,"(43.149482, -75.361773)"
Oneida,13461,E A MC ALLISTER ELEM SCHOOL,Public School,No,47.0,5.0,47.0,5.0,"(43.149482, -75.361773)"
Oneida,13476,W A WETTEL ELEM SCHOOL,Public School,No,45.0,6.0,45.0,6.0,"(43.149482, -75.361773)"
Oneida,13478,JOHN D GEORGE ELEM SCHOOL,Public School,No,70.0,3.0,70.0,3.0,"(43.149482, -75.361773)"
Oneida,13478,VER VERNA SHERRILL MIDDLE SCHOOL,Public School,No,47.0,5.0,47.0,5.0,"(43.149482, -75.361773)"
Oneida,13478,VER VERNA SHERRILL SHS,Public School,No,65.0,2.0,65.0,2.0,"(43.149482, -75.361773)"
Oneida,13480,MEMORIAL PARK ELEMENTARY SCHOOL,Public School,No,37.0,11.0,37.0,11.0,"(43.149482, -75.361773)"
Oneida,13480,WATERVILLE JSHS,Public School,No,44.0,8.0,44.0,8.0,"(43.149482, -75.361773)"
Oneida,13489,WEST LEYDEN ELEM SCHOOL,Public School,No,21.0,5.0,21.0,5.0,"(43.149482, -75.361773)"
Oneida,13490,WESTMORELAND ELEM SCHOOL,Public School,No,71.0,10.0,71.0,10.0,"(43.149482, -75.361773)"
Oneida,13490,WESTMORELAND MS / HS,Public School,No,51.0,27.0,51.0,27.0,"(43.149482, -75.361773)"
Oneida,13492,HARTS HILL ELEM SCHOOL,Public School,No,64.0,9.0,64.0,9.0,"(43.149482, -75.361773)"
Oneida,13492,PARKWAY MIDDLE SCHOOL,Public School,No,26.0,5.0,26.0,5.0,"(43.149482, -75.361773)"
Oneida,13492,WESTMORELAND ROAD ELEM SCHOOL,Public School,No,58.0,8.0,58.0,8.0,"(43.149482, -75.361773)"
Oneida,13492,WHITESBORO MIDDLE SCHOOL,Public School,No,51.0,8.0,51.0,8.0,"(43.149482, -75.361773)"
Oneida,13501,ALBANY SCHOOL,Public School,No,64.0,13.0,64.0,13.0,"(43.149482, -75.361773)"
Oneida,13501,COLUMBUS SCHOOL,Public School,No,72.0,3.0,72.0,3.0,"(43.149482, -75.361773)"
Oneida,13501,CONKLING ELEMENTARY,Public School,No,48.0,6.0,48.0,6.0,"(43.149482, -75.361773)"
Oneida,13501,HUGH R JONES SCHOOL,Public School,No,88.0,7.0,88.0,7.0,"(43.149482, -75.361773)"
Oneida,13501,JOHN F HUGHES SCHOOL,Public School,No,38.0,2.0,38.0,2.0,"(43.149482, -75.361773)"
Oneida,13501,MARTIN LUTHER KING JR SCHOOL,Public School,No,66.0,2.0,66.0,2.0,"(43.149482, -75.361773)"
Oneida,13501,THOMAS R. PROCTOR HS,Public School,No,236.0,8.0,236.0,8.0,"(43.149482, -75.361773)"
Oneida,13501,WATSON WILLIAMS ES,Public School,No,87.0,4.0,87.0,4.0,"(43.149482, -75.361773)"
Oneida,13502,DEERFIELD ELEM SCHOOL,Public School,No,54.0,12.0,54.0,12.0,"(43.149482, -75.361773)"
Oneida,13502,DONOVAN MIDDLE SCHOOL,Public School,No,137.0,24.0,137.0,24.0,"(43.149482, -75.361773)"
Oneida,13502,GENERAL HERKIMER SCHOOL,Public School,No,71.0,6.0,71.0,6.0,"(43.149482, -75.361773)"
Oneida,13502,JOHN F. KENNEDY MIDDLE SCHOOL,Public School,No,175.0,6.0,175.0,6.0,"(43.149482, -75.361773)"
Oneida,13502,KERNAN SCHOOL,Public School,No,130.0,10.0,130.0,10.0,"(43.149482, -75.361773)"
Oneida,13502,THOMAS JEFFERSON SCHOOL,Public School,No,93.0,20.0,93.0,20.0,"(43.149482, -75.361773)"
Onondaga,13027,CATHERINE M MCNAMARA ELEM SCH,Public School,No,82.0,2.0,82.0,2.0,"(43.065629, -76.168033)"
Onondaga,13027,CHARLES W BAKER H S,Public School,No,146.0,11.0,146.0,11.0,"(43.065629, -76.168033)"
Onondaga,13027,DONALD S. RAY MIDDLE SCHOOL,Public School,No,55.0,8.0,55.0,8.0,"(43.065629, -76.168033)"
Onondaga,13027,MAE E REYNOLDS SCHOOL,Public School,No,81.0,2.0,81.0,2.0,"(43.065629, -76.168033)"
Onondaga,13027,VAN BUREN ELEMENTARY SCHOOL,Public School,No,74.0,1.0,74.0,1.0,"(43.065629, -76.168033)"
Onondaga,13031,CAMILLUS MIDDLE SCHOOL,Public School,No,102.0,2.0,102.0,2.0,"(43.065629, -76.168033)"
Onondaga,13031,DONLIN DRIVE,Public School,No,53.0,1.0,53.0,1.0,"(43.065629, -76.168033)"
Onondaga,13031,SPLIT ROCK ELEM SCHOOL,Public School,No,69.0,12.0,69.0,12.0,"(43.065629, -76.168033)"
Onondaga,13031,STONEHEDGE SCHOOL,Public School,No,143.0,1.0,143.0,1.0,"(43.065629, -76.168033)"
Onondaga,13031,WEST GENESEE MIDDLE SCHOOL,Public School,No,73.0,11.0,73.0,11.0,"(43.065629, -76.168033)"
Onondaga,13031,WEST GENESEE S H S,Public School,No,178.0,6.0,178.0,6.0,"(43.065629, -76.168033)"
Onondaga,13039,CICERO ELEM SCHOOL,Public School,No,130.0,1.0,130.0,1.0,"(43.065629, -76.168033)"
Onondaga,13039,CICERO-NO SYRACUSE H S,Public School,No,122.0,5.0,122.0,5.0,"(43.065629, -76.168033)"
Onondaga,13039,GILLETTE ROAD MIDDLE SCHOOL,Public School,No,53.0,6.0,53.0,6.0,"(43.065629, -76.168033)"
Onondaga,13057,(LEAD ONLY) WOODLAND ES/ST MATTHEWS,Public School,No,32.0,4.0,32.0,4.0,"(43.065629, -76.168033)"
Onondaga,13057,E SYRACUSE MINOA CENTRAL H S,Public School,No,74.0,1.0,74.0,1.0,"(43.065629, -76.168033)"
Onondaga,13057,EAST SYRACUSE ELEMENTARY,Public School,No,83.0,0.0,83.0,0.0,"(43.065629, -76.168033)"
Onondaga,13060,ELBRIDGE ELEM SCHOOL,Public School,No,24.0,1.0,24.0,1.0,"(43.065629, -76.168033)"
Onondaga,13063,FABIUS JSHS,Public School,No,35.0,2.0,35.0,2.0,"(43.065629, -76.168033)"
Onondaga,13066,FAYETTEVILLE ELEM SCHOOL,Public School,No,70.0,1.0,70.0,1.0,"(43.065629, -76.168033)"
Onondaga,13066,WELLWOOD MIDDLE SCHOOL,Public School,Yes (Partial Building),132.0,3.0,132.0,3.0,"(43.065629, -76.168033)"
Onondaga,13080,JORDAN ELBRIDGE HIGH SCHOOL,Public School,No,25.0,4.0,25.0,4.0,"(43.065629, -76.168033)"
Onondaga,13080,JORDAN ELBRIDGE MS,Public School,No,28.0,2.0,28.0,2.0,"(43.065629, -76.168033)"
Onondaga,13088,CHESTNUT HILL MIDDLE SCHOOL,Public School,No,49.0,4.0,49.0,4.0,"(43.065629, -76.168033)"
Onondaga,13088,LIVERPOOL MIDDLE SCHOOL,Public School,No,40.0,2.0,40.0,2.0,"(43.065629, -76.168033)"
Onondaga,13088,MORGAN ROAD ELEMENTARY AND MIDDLE SCHOOL,Public School,No,78.0,6.0,78.0,6.0,"(43.065629, -76.168033)"
Onondaga,13088,SOULE ROAD MIDDLE SCHOOL,Public School,No,62.0,2.0,62.0,2.0,"(43.065629, -76.168033)"
Onondaga,13090,ELMCREST ELEM SCHOOL,Public School,No,57.0,1.0,57.0,1.0,"(43.065629, -76.168033)"
Onondaga,13090,LIVERPOOL HIGH SCHOOL,Public School,No,57.0,20.0,57.0,20.0,"(43.065629, -76.168033)"
Onondaga,13090,LONG BRANCH ELEM SCHOOL,Public School,No,54.0,1.0,54.0,1.0,"(43.065629, -76.168033)"
Onondaga,13104,EAGLE HILL MIDDLE SCHOOL,Public School,No,122.0,2.0,122.0,2.0,"(43.065629, -76.168033)"
Onondaga,13104,ENDERS ROAD ELEM SCHOOL,Public School,No,90.0,3.0,90.0,3.0,"(43.065629, -76.168033)"
Onondaga,13104,FAYETTEVILLE MANLIUS S H S,Public School,No,145.0,5.0,145.0,5.0,"(43.065629, -76.168033)"
Onondaga,13108,C S DRIVER MIDDLE SCHOOL,Public School,No,113.0,2.0,113.0,2.0,"(43.065629, -76.168033)"
Onondaga,13108,K C HEFFERNAN ELEM SCHOOL,Public School,No,56.0,3.0,56.0,3.0,"(43.065629, -76.168033)"
Onondaga,13108,MARCELLUS H S,Public School,No,66.0,7.0,66.0,7.0,"(43.065629, -76.168033)"
Onondaga,13116,MINOA ELEM SCHOOL,Public School,No,56.0,2.0,56.0,2.0,"(43.065629, -76.168033)"
Onondaga,13120,ROCKWELL ELEM SCHOOL,Public School,No,41.0,3.0,41.0,3.0,"(43.065629, -76.168033)"
Onondaga,13120,WHEELER MIDDLE SCHOOL,Public School,No,38.0,2.0,38.0,2.0,"(43.065629, -76.168033)"
Onondaga,13152,SKANEATELES MIDDLE SCHOOL,Public School,No,18.0,1.0,18.0,1.0,"(43.065629, -76.168033)"
Onondaga,13152,STATE STREET INTERMEDIATE SCHOOL,Public School,No,37.0,1.0,37.0,1.0,"(43.065629, -76.168033)"
Onondaga,13152,WATERMAN ELEM SCHOOL,Public School,No,36.0,3.0,36.0,3.0,"(43.065629, -76.168033)"
Onondaga,13159,TULLY ELEM SCHOOL,Public School,No,97.0,7.0,97.0,7.0,"(43.065629, -76.168033)"
Onondaga,13159,TULLY J S H S,Public School,No,137.0,31.0,137.0,31.0,"(43.065629, -76.168033)"
Onondaga,13202,DR. KING SCHOOL,Public School,No,179.0,0.0,179.0,0.0,"(43.065629, -76.168033)"
Onondaga,13202,MCCARTHY AT BEARD,Public School,No,24.0,0.0,24.0,0.0,"(43.065629, -76.168033)"
Onondaga,13203,LINCOLN MIDDLE SCHOOL,Public School,No,82.0,0.0,82.0,0.0,"(43.065629, -76.168033)"
Onondaga,13204,DELAWARE SCHOOL,Public School,No,86.0,2.0,86.0,2.0,"(43.065629, -76.168033)"
Onondaga,13204,FRAZER SCHOOL,Public School,No,90.0,0.0,90.0,0.0,"(43.065629, -76.168033)"
Onondaga,13204,PORTER MAGNET SCHOOL,Public School,No,67.0,3.0,67.0,3.0,"(43.065629, -76.168033)"
Onondaga,13204,PUBLIC SERVICE LEADERSHIP ACAD. (no lead reporting- see LeMoyne ES),Public School,No,134.0,0.0,134.0,0.0,"(43.065629, -76.168033)"
Onondaga,13204,SEYMOUR SCHOOL,Public School,No,58.0,0.0,58.0,0.0,"(43.065629, -76.168033)"
Onondaga,13204,SYRACUSE STEM AT BLODGETT,Public School,No,90.0,0.0,90.0,0.0,"(43.065629, -76.168033)"
Onondaga,13205,MCKINLEY-BRGHTON MAGNET SCH,Public School,No,140.0,0.0,140.0,0.0,"(43.065629, -76.168033)"
Onondaga,13205,MEACHEM SCHOOL,Public School,No,82.0,0.0,82.0,0.0,"(43.065629, -76.168033)"
Onondaga,13205,THE EXPEDITIONARY LEARNING SCHOOL,Public School,No,37.0,0.0,37.0,0.0,"(43.065629, -76.168033)"
Onondaga,13206,HUNTINGTON SCHOOL,Public School,No,94.0,0.0,94.0,0.0,"(43.065629, -76.168033)"
Onondaga,13207,DR EDWIN E WEEKS SCHOOL,Public School,No,159.0,0.0,159.0,0.0,"(43.065629, -76.168033)"
Onondaga,13207,OASIS ACADEMY (LEAD & SCHOOL SURVEY),Public School,No,65.0,1.0,65.0,1.0,"(43.065629, -76.168033)"
Onondaga,13207,ROBERTS SCHOOL,Public School,No,82.0,0.0,82.0,0.0,"(43.065629, -76.168033)"
Onondaga,13207,VAN DUYN SCHOOL,Public School,No,80.0,0.0,80.0,0.0,"(43.065629, -76.168033)"
Onondaga,13208,FRANKLIN SCHOOL,Public School,No,90.0,0.0,90.0,0.0,"(43.065629, -76.168033)"
Onondaga,13208,GRANT MIDDLE SCHOOL,Public School,No,149.0,0.0,149.0,0.0,"(43.065629, -76.168033)"
